date,screen,fill_rate
2025-12-07,Akureyri #1,0.8683333333333333
2025-12-07,Akureyri #2,0.47123420796296295
2025-12-07,Austurstræti,0.125
2025-12-07,Borgartún,0.5461111333333333
2025-12-07,Breiðholt #1,0.525878829074074
2025-12-07,Breiðholt #2,0.5289165717592592
2025-12-07,Egilshöll #1,0.8777777999999999
2025-12-07,Egilshöll #2,0.1
2025-12-07,Einhella,0.3683333333333333
2025-12-07,Fjarðarhraun,0.2
2025-12-07,Frumherji - Reykjanesbær,0.1667
2025-12-07,Frumherji - Selfoss,0.3333333333333333
2025-12-07,Glerártorg #1,0.5704896766203703
2025-12-07,Glerártorg #2,0.5704896766203703
2025-12-07,Grandi,0.8549050341203703
2025-12-07,Hafnartorg #1 Inngangur,0.5104166666666666
2025-12-07,Hafnartorg #2 Lengja,0.34374999999999994
2025-12-07,Hafnartorg #3 Greiðsluvél,0.42708333333333326
2025-12-07,Hafnartorg #4 Kubbur,0.34374999999999994
2025-12-07,Hagasmári,0.6107492044907407
2025-12-07,Hæðasmári #1,0.5333333333333333
2025-12-07,Hæðasmári Standur - Portrait,0.1
2025-12-07,Höfðabakki #1,0.8016666666666666
2025-12-07,Höfðabakki #2,0.37336103842592594
2025-12-07,Kaplakriki #1,0.7914745557407408
2025-12-07,Kaplakriki #2,0.7959028549537036
2025-12-07,Kaplakriki #3,0.7338181181481482
2025-12-07,Litlatún #1,0.8511374631944444
2025-12-07,Lyfjaval - Suðurfell,0.13333333333333333
2025-12-07,Lyfjaval - Vesturlandsvegur,0.3333333333333333
2025-12-07,Njarðarbraut #1,0.42678974129629627
2025-12-07,Njarðarbraut #2,0.33329678847222227
2025-12-07,Selfoss #1,0.7025263312962963
2025-12-07,Selfoss #2,0.2837135500462963
2025-12-07,Smáratorg #1,0.4666666666666666
2025-12-07,Smáratorg #2,0.13333333333333333
2025-12-07,Sæbraut - Holtagarðar,0.25113746319444447
2025-12-07,Sæbraut - Sundaborg,0.2111111333333333
2025-12-07,Vatnsendahvarf #1,0.5537162
2025-12-07,Vestmannaeyjar,0.3125
2025-12-07,Vesturlandsvegur #1,0.6882383674537037
2025-12-07,Vesturlandsvegur #2,0.6305832384259259
