date,screen,fill_rate
2026-03-02,Akureyri #1,0.735
2026-03-02,Akureyri #2,0.3627778
2026-03-02,Austurstræti,0.375
2026-03-02,Borgartún,0.531295272107253
2026-03-02,Breiðholt #1,0.5961111333333333
2026-03-02,Breiðholt #2,0.3845606674074074
2026-03-02,Egilshöll #1,0.4666666666666666
2026-03-02,Egilshöll #2,0.11601324106481481
2026-03-02,Einhella,0.5016666666666666
2026-03-02,Fjarðarhraun,0.06666666666666667
2026-03-02,Frumherji - Reykjanesbær,0.10003333333333334
2026-03-02,Frumherji - Selfoss,0.06666666666666667
2026-03-02,Glerártorg #1,0.7902737221296297
2026-03-02,Glerártorg #2,0.36111113333333333
2026-03-02,Grandi,0.4913333333333333
2026-03-02,Hafnartorg #1 Inngangur,0.6666666666666666
2026-03-02,Hafnartorg #2 Lengja,0.41666666666666663
2026-03-02,Hafnartorg #3 Greiðsluvél,0.25
2026-03-02,Hafnartorg #4 Kubbur,0.16666666666666666
2026-03-02,Hagasmári,0.2
2026-03-02,Hæðasmári #1,0.2
2026-03-02,Hæðasmári Standur - Portrait,0.23333333333333334
2026-03-02,Höfðabakki #1,0.23500000000000001
2026-03-02,Höfðabakki #2,0.3456718007407408
2026-03-02,Kaplakriki #1,0.9226742944220678
2026-03-02,Kaplakriki #2,0.6
2026-03-02,Kaplakriki #3,0.5300517084722222
2026-03-02,Litlatún #1,0.391952930787037
2026-03-02,Lyfjaval - Suðurfell,0.06666666666666667
2026-03-02,Lyfjaval - Vesturlandsvegur,0.2
2026-03-02,Njarðarbraut #1,0.43499999999999994
2026-03-02,Njarðarbraut #2,0.2696295204405864
2026-03-02,Selfoss #1,0.4466032172291666
2026-03-02,Selfoss #2,0.43499999999999994
2026-03-02,Smáratorg #1,0.49444446666666664
2026-03-02,Smáratorg #2,0.2
2026-03-02,Sæbraut - Holtagarðar,0.16796285377391976
2026-03-02,Sæbraut - Sundaborg,0
2026-03-02,Vatnsendahvarf #1,0
2026-03-02,Vestmannaeyjar,0.26666666666666666
2026-03-02,Vesturlandsvegur #1,0.5191413211813272
2026-03-02,Vesturlandsvegur #2,0.5121243743981481
