date,screen,fill_rate
2026-07-01,Akureyri #1,1
2026-07-01,Akureyri #2,1
2026-07-01,Austurstræti,0
2026-07-01,Borgartún,0.5816666666666667
2026-07-01,Breiðholt #1,0.5816666666666667
2026-07-01,Breiðholt #2,0.39999999999999997
2026-07-01,Egilshöll #1,0.8666666666666666
2026-07-01,Egilshöll #2,0.39999999999999997
2026-07-01,Einhella,0.23500000000000001
2026-07-01,Fjarðarhraun,0.13333333333333333
2026-07-01,Frumherji - Reykjanesbær,0.10003333333333334
2026-07-01,Frumherji - Selfoss,0.6666666666666666
2026-07-01,Glerártorg #1,0.9683333333333333
2026-07-01,Glerártorg #2,0.9999999999999999
2026-07-01,Grandi,0.9683333333333333
2026-07-01,Hafnartorg #1 Inngangur,0.42708333333333326
2026-07-01,Hafnartorg #2 Lengja,0.26041666666666663
2026-07-01,Hafnartorg #3 Greiðsluvél,0.35
2026-07-01,Hafnartorg #4 Kubbur,0.17708333333333331
2026-07-01,Hagasmári,0.39999999999999997
2026-07-01,Hæðasmári #1,0.39999999999999997
2026-07-01,Hæðasmári Standur - Portrait,0.1
2026-07-01,Höfðabakki #1,0.635
2026-07-01,Höfðabakki #2,0.3466666666666666
2026-07-01,Kaplakriki #1,0.9349999999999999
2026-07-01,Kaplakriki #2,0.9333333333333332
2026-07-01,Kaplakriki #3,0.5349999999999999
2026-07-01,Litlatún #1,0.7333333333333333
2026-07-01,Lyfjaval - Suðurfell,0.13333333333333333
2026-07-01,Lyfjaval - Vesturlandsvegur,0.13333333333333333
2026-07-01,Njarðarbraut #1,0.5683333333333332
2026-07-01,Njarðarbraut #2,0.6483333333333333
2026-07-01,Selfoss #1,0.7016666666666667
2026-07-01,Selfoss #2,0.835
2026-07-01,Smáratorg #1,0.4666666666666666
2026-07-01,Smáratorg #2,0.06666666666666667
2026-07-01,Sæbraut - Holtagarðar,0.2
2026-07-01,Sæbraut - Sundaborg,0
2026-07-01,Vatnsendahvarf #1,0
2026-07-01,Vestmannaeyjar,0.2
2026-07-01,Vesturlandsvegur #1,0.5683333333333334
2026-07-01,Vesturlandsvegur #2,0.9016666666666666
