date,screen,fill_rate
2026-01-06,Akureyri #1,0.33499999999999996
2026-01-06,Akureyri #2,0.16833333333333333
2026-01-06,Austurstræti,0
2026-01-06,Borgartún,0.6016666666666667
2026-01-06,Breiðholt #1,0.26833333333333337
2026-01-06,Breiðholt #2,0.3333333333333333
2026-01-06,Egilshöll #1,0.5333333333333333
2026-01-06,Egilshöll #2,0.39999999999999997
2026-01-06,Einhella,0.23500000000000001
2026-01-06,Fjarðarhraun,0.2
2026-01-06,Frumherji - Reykjanesbær,0.13336666666666666
2026-01-06,Frumherji - Selfoss,0.06666666666666667
2026-01-06,Glerártorg #1,0.6349999999999999
2026-01-06,Glerártorg #2,0.4666666666666666
2026-01-06,Grandi,0.9349999999999999
2026-01-06,Hafnartorg #1 Inngangur,0.25
2026-01-06,Hafnartorg #2 Lengja,0.3333333333333333
2026-01-06,Hafnartorg #3 Greiðsluvél,0.3333333333333333
2026-01-06,Hafnartorg #4 Kubbur,0.25
2026-01-06,Hagasmári,0.3333333333333333
2026-01-06,Hæðasmári #1,0.39999999999999997
2026-01-06,Hæðasmári Standur - Portrait,0.03333333333333333
2026-01-06,Höfðabakki #1,0.4016666666666666
2026-01-06,Höfðabakki #2,0.26666666666666666
2026-01-06,Kaplakriki #1,0.7905555333333333
2026-01-06,Kaplakriki #2,0.9222221999999999
2026-01-06,Kaplakriki #3,0.5905555333333332
2026-01-06,Litlatún #1,0.4666666666666666
2026-01-06,Lyfjaval - Suðurfell,0.13333333333333333
2026-01-06,Lyfjaval - Vesturlandsvegur,0.13333333333333333
2026-01-06,Njarðarbraut #1,0.46833333333333327
2026-01-06,Njarðarbraut #2,0.2683333333333333
2026-01-06,Selfoss #1,0.7999666666666666
2026-01-06,Selfoss #2,0.3333
2026-01-06,Smáratorg #1,0.3333333333333333
2026-01-06,Smáratorg #2,0.2333333333333333
2026-01-06,Sæbraut - Holtagarðar,0.13333333333333333
2026-01-06,Sæbraut - Sundaborg,0.23333333333333334
2026-01-06,Vatnsendahvarf #1,0
2026-01-06,Vestmannaeyjar,0.25
2026-01-06,Vesturlandsvegur #1,0.735
2026-01-06,Vesturlandsvegur #2,0.33499999999999996
