date,screen,fill_rate
2026-01-05,Akureyri #1,0.6016666666666667
2026-01-05,Akureyri #2,0.16833333333333333
2026-01-05,Austurstræti,0.125
2026-01-05,Borgartún,0.6238888666666667
2026-01-05,Breiðholt #1,0.35722219999999993
2026-01-05,Breiðholt #2,0.4666666666666666
2026-01-05,Egilshöll #1,0.39999999999999997
2026-01-05,Egilshöll #2,0.3333333333333333
2026-01-05,Einhella,0.30166666666666664
2026-01-05,Fjarðarhraun,0.26666666666666666
2026-01-05,Frumherji - Reykjanesbær,0.13336666666666666
2026-01-05,Frumherji - Selfoss,0.06666666666666667
2026-01-05,Glerártorg #1,0.4333333333333333
2026-01-05,Glerártorg #2,0.3
2026-01-05,Grandi,0.6683333333333333
2026-01-05,Hafnartorg #1 Inngangur,0.25
2026-01-05,Hafnartorg #2 Lengja,0.25
2026-01-05,Hafnartorg #3 Greiðsluvél,0.25
2026-01-05,Hafnartorg #4 Kubbur,0.16666666666666666
2026-01-05,Hagasmári,0.4666666666666666
2026-01-05,Hæðasmári #1,0.26666666666666666
2026-01-05,Hæðasmári Standur - Portrait,0.1
2026-01-05,Höfðabakki #1,0.4016666666666666
2026-01-05,Höfðabakki #2,0.2888888666666667
2026-01-05,Kaplakriki #1,0.6794444
2026-01-05,Kaplakriki #2,0.7222221999999999
2026-01-05,Kaplakriki #3,0.6572222
2026-01-05,Litlatún #1,0.39999999999999997
2026-01-05,Lyfjaval - Suðurfell,0.13333333333333333
2026-01-05,Lyfjaval - Vesturlandsvegur,0.13333333333333333
2026-01-05,Njarðarbraut #1,0.46833333333333327
2026-01-05,Njarðarbraut #2,0.4016666666666666
2026-01-05,Selfoss #1,0.7
2026-01-05,Selfoss #2,0.1
2026-01-05,Smáratorg #1,0.5333333333333333
2026-01-05,Smáratorg #2,0.3
2026-01-05,Sæbraut - Holtagarðar,0.06666666666666667
2026-01-05,Sæbraut - Sundaborg,0.23333333333333334
2026-01-05,Vatnsendahvarf #1,0
2026-01-05,Vestmannaeyjar,0.25
2026-01-05,Vesturlandsvegur #1,0.5572221999999999
2026-01-05,Vesturlandsvegur #2,0.46833333333333327
