date,screen,fill_rate
2026-08-22,Akureyri #1,0.6766666666666666
2026-08-22,Akureyri #2,0.4016666666666666
2026-08-22,Austurstræti,0.5
2026-08-22,Borgartún,0.6766666666666666
2026-08-22,Breiðholt #1,0.7433333333333333
2026-08-22,Breiðholt #2,0.26666666666666666
2026-08-22,Egilshöll #1,0.6416666666666666
2026-08-22,Egilshöll #2,0.4666666666666666
2026-08-22,Einhella,0.43499999999999994
2026-08-22,Fjarðarhraun,0.2
2026-08-22,Frumherji - Reykjanesbær,0.10003333333333334
2026-08-22,Frumherji - Selfoss,0.4666666666666666
2026-08-22,Glerártorg #1,0.9683333333333333
2026-08-22,Glerártorg #2,0.9416666666666665
2026-08-22,Grandi,0.9683333333333333
2026-08-22,Hafnartorg #1 Inngangur,0.7604166666666667
2026-08-22,Hafnartorg #2 Lengja,0.7604166666666667
2026-08-22,Hafnartorg #3 Greiðsluvél,0.6666666666666666
2026-08-22,Hafnartorg #4 Kubbur,0.6770833333333334
2026-08-22,Hagasmári,0.2
2026-08-22,Hæðasmári #1,0.5333333333333333
2026-08-22,Hæðasmári Standur - Portrait,0.1
2026-08-22,Höfðabakki #1,0.835
2026-08-22,Höfðabakki #2,0.5333333333333333
2026-08-22,Kaplakriki #1,0.41000000000000003
2026-08-22,Kaplakriki #2,0.8666666666666666
2026-08-22,Kaplakriki #3,0.5683333333333334
2026-08-22,Litlatún #1,0.7633333333333332
2026-08-22,Lyfjaval - Suðurfell,0.13333333333333333
2026-08-22,Lyfjaval - Vesturlandsvegur,0.13333333333333333
2026-08-22,Njarðarbraut #1,0.635
2026-08-22,Njarðarbraut #2,0.61
2026-08-22,Selfoss #1,0.9683333333333333
2026-08-22,Selfoss #2,0.5016666666666666
2026-08-22,Smáratorg #1,0.6416666666666666
2026-08-22,Smáratorg #2,0.30833333333333335
2026-08-22,Sæbraut - Holtagarðar,0.9333333333333332
2026-08-22,Sæbraut - Sundaborg,0
2026-08-22,Vatnsendahvarf #1,0
2026-08-22,Vestmannaeyjar,0.5333333333333333
2026-08-22,Vesturlandsvegur #1,0.8099999999999999
2026-08-22,Vesturlandsvegur #2,0.43499999999999994
